Unnamed: 0,review_text,text,review_rating,new_text,sent_difference,room,location,clean,service,value,other
301,Awesome room with a spectacular city view. The staff was very pleasant upon check-in and helpful through out our entire stay. It was in the heart of midtown with so many options to eat & hangout. The room was clean with the perfect edge & lightning definitely a chill vibe. We were happy to have met the GM Sam who made sure everything was easy and perfect. We can not wait to return for another staycation in the Motto Chelsea. Highly recommend this hotel!,Awesome room spectacular city view. The staff wa pleasant upon check-in helpful entire stay. It wa heart midtown many option eat& hangout. Awesome room spectacular city view wa clean perfect edge& lightning definitely chill vibe. happy met GM Sam made sure everything wa easy perfect. wait return another staycation Motto Chelsea. Highly recommend hotel!,5,Awesome room with a spectacular city view. The staff was very pleasant upon check-in and helpful through out our entire stay. It was in the heart of midtown with so many options to eat & hangout. The room was clean with the perfect edge & lightning definitely a chill vibe. We were happy to have met the GM Sam who made sure everything was easy and perfect. We can not wait to return for another staycation in the Motto Chelsea. Highly recommend this hotel!,FALSE,Awesome room with a spectacular city view. The staff was very pleasant upon check-in and helpful through out our entire stay. The room was clean with the perfect edge & lightning definitely a chill vibe.,Awesome room with a spectacular city view. The room was clean with the perfect edge & lightning definitely a chill vibe.,The room was clean with the perfect edge & lightning definitely a chill vibe.,The staff was very pleasant upon check-in and helpful through out our entire stay.,,It was in the heart of midtown with so many options to eat & hangout. We were happy to have met the GM Sam who made sure everything was easy and perfect. We can not wait to return for another staycation in the Motto Chelsea. Highly recommend this hotel!
302,I visited motto Hilton for mlk weekend. The staff were all super helpful. The room had an amazing view. The cafe food was delicious. Great stay in an amazing location. Highly recommended you will not be disappointed,I visited motto Hilton mlk weekend. The staff super helpful. The room amazing view. The cafe food wa delicious. Great stay amazing location. Highly recommended disappointed,5,I visited motto Hilton for mlk weekend. The staff were all super helpful. The room had an amazing view. The cafe food was delicious. Great stay in an amazing location. Highly recommended you will not be disappointed,FALSE,The room had an amazing view. Great stay in an amazing location.,The room had an amazing view. Great stay in an amazing location.,Great stay in an amazing location.,The staff were all super helpful. The cafe food was delicious.,,I visited motto Hilton for mlk weekend. Highly recommended you will not be disappointed
303,"Excellent property, very beautiful rooms and view. Front desk staff extremely nice and efficient. Very clean property and also very edgy . Really enjoyed the stay with my family.  I have stayed in dozens of hotels  in New York but Motto is on top of the list by far. Thank you so much Motto Chelsea. ","Excellent property, beautiful room view. Front desk staff extremely nice efficient. Very clean property also edgy. Really enjoyed stay family. I stayed dozen hotel New York Motto top list far. Thank much Motto.",5,"Excellent property, very beautiful rooms and view. Front desk staff extremely nice and efficient. Very clean property and also very edgy. Really enjoyed the stay with my family. I have stayed in dozens of hotels  in New York but Motto is on top of the list by far. Thank you so much Motto Chelsea. ",FALSE,"Excellent property, very beautiful rooms and view. Really enjoyed the stay with my family. I have stayed in dozens of hotels  in New York but Motto is on top of the list by far.","Excellent property, very beautiful rooms and view.",Very clean property and also very edgy.,Front desk staff extremely nice and efficient.,,Thank you so much Motto Chelsea.
304,"We traveled from Europe to find a true GEM in NYC! The Hotel is absolutely spectacular, super clean and top notch. The staff is absolutely service oriented and always willing to assist. We were very fortunate to meet personally the GM Mr. Bassim who took time out of his day to talk about this new hotel and to inquire about our satisfaction; he was outstanding! Book before this hotel gets super known! i will absolutely return to stay at Motto! what a lovely and perfect stay!","We traveled Europe find true GEM NYC! The Hotel absolutely spectacular, super clean top notch. The staff absolutely service oriented always willing assist. We fortunate meet personally GM Mr. Bassim took time day talk The Hotel inquire We satisfaction; wa outstanding! Book The Hotel get super known! absolutely return stay Motto! lovely perfect stay!",5,"We traveled from Europe to find a true GEM in NYC! The Hotel is absolutely spectacular, super clean and top notch. The staff is absolutely service oriented and always willing to assist. We were very fortunate to meet personally the GM Mr. Bassim who took time out of his day to talk about this new hotel and to inquire about our satisfaction; he was outstanding! Book before this hotel gets super known! i will absolutely return to stay at Motto! what a lovely and perfect stay!",FALSE,Book before this hotel gets super known! i will absolutely return to stay at Motto! what a lovely and perfect stay!,,"The Hotel is absolutely spectacular, super clean and top notch.",The staff is absolutely service oriented and always willing to assist.,,We traveled from Europe to find a true GEM in NYC! We were very fortunate to meet personally the GM Mr. Bassim who took time out of his day to talk about this new hotel and to inquire about our satisfaction; he was outstanding!
305,"We stayed here for a concert that was at Madison square garden. (Walking distance) The staff were very friendly, and attentive. Shortly after we got to our room we realized the bathroom door didnâ€™t close, we called down and within 10 minutes they had someone up there to fix it. The room was beautiful with an even better view! Loved being able to watch the sunrise in bed while being able to see the Statue of Liberty. The staff Sam was extremely helpful when it came time to check out. He helped us with our luggage and made sure to keep it safe while we were out in the city after our checkout time. His professionalism and attentiveness made us feel very welcome. We will be back and in hopes to have the same rooms with the beautiful views. This stay was worth every penny!","We stayed concert wa Madison square garden.( Walking distance) The staff friendly, attentive. Shortly We got We room We realized bathroom door â€™ close, We called within 10 minute someone fix bathroom door. room wa beautiful even better view! Loved able watch sunrise bed able see Statue Liberty. The staff Sam wa extremely helpful came time check. Sam helped We We luggage made sure keep safe We city We checkout time. Sam professionalism attentiveness made We feel welcome. We back hope room beautiful view. This stay wa worth every penny!",5,"We stayed here for a concert that was at Madison square garden. (Walking distance) The staff were very friendly, and attentive. Shortly after we got to our room we realized the bathroom door didnâ€™t close, we called down and within 10 minutes they had someone up there to fix it. The room was beautiful with an even better view! Loved being able to watch the sunrise in bed while being able to see the Statue of Liberty. The staff Sam was extremely helpful when it came time to check out. He helped us with our luggage and made sure to keep it safe while we were out in the city after our checkout time. His professionalism and attentiveness made us feel very welcome. We will be back and in hopes to have the same rooms with the beautiful views. This stay was worth every penny!",FALSE,"We stayed here for a concert that was at Madison square garden. Shortly after we got to our room we realized the bathroom door didnâ€™t close, we called down and within 10 minutes they had someone up there to fix it. The room was beautiful with an even better view! Loved being able to watch the sunrise in bed while being able to see the Statue of Liberty. The staff Sam was extremely helpful when it came time to check out. We will be back and in hopes to have the same rooms with the beautiful views. This stay was worth every penny!","(Walking distance) The staff were very friendly, and attentive. Shortly after we got to our room we realized the bathroom door didnâ€™t close, we called down and within 10 minutes they had someone up there to fix it. The room was beautiful with an even better view! Loved being able to watch the sunrise in bed while being able to see the Statue of Liberty. We will be back and in hopes to have the same rooms with the beautiful views.","Shortly after we got to our room we realized the bathroom door didnâ€™t close, we called down and within 10 minutes they had someone up there to fix it.","(Walking distance) The staff were very friendly, and attentive. The staff Sam was extremely helpful when it came time to check out. He helped us with our luggage and made sure to keep it safe while we were out in the city after our checkout time.",,His professionalism and attentiveness made us feel very welcome.
306,"THANK ME LATER! Excitedly, I stayed at the Motto Hotel for two nights and it was by far the greatest NYC hotel stay Iâ€™ve ever experienced. Firstly, the view was to die for!   Getting a spectacular view is a hit or miss in NYC hotels depending on what part of town youâ€™re in, but at the Mottoâ€”my view was phenomenal. (Perfect for tourist, looking to experience a jaw-dropping view.)   Starting with the roomâ€”it was fabulous. It was the perfect size: the bed was huge and comfortable and the decor and the art gave the room a luxury feel. Inside of the room, there is a cute seating area for your workspace needs that is connected to the bed and as a professional, I find that feature very necessary.   Now, communication in hospitality is key.  The staff was super accommodating andâ€¦","THANK ME LATER! Excitedly, I stayed Motto Hotel two night wa far Motto Hotel stay I â€™ ever experienced. Firstly, view wa die! Getting spectacular view hit miss NYC hotel depending part town â€™, Mottoâ€”a spectacular view wa phenomenal.( Perfect tourist, looking experience jaw-dropping view.) Starting roomâ€”it wa fabulous. wa perfect size: bed wa huge comfortable decor art gave room. Inside room, cute seating area workspace need connected bed professional, I find feature necessary. Now, communication hospitality key. The staff wa super accommodating andâ€¦",5,"THANK ME LATER! Excitedly, I stayed at the Motto Hotel for two nights and it was by far the greatest NYC hotel stay Iâ€™ve ever experienced. Firstly, the view was to die for!   Getting a spectacular view is a hit or miss in NYC hotels depending on what part of town youâ€™re in, but at the Mottoâ€”my view was phenomenal. (Perfect for tourist, looking to experience a jaw-dropping view. )   Starting with the roomâ€”it was fabulous. It was the perfect size: the bed was huge and comfortable and the decor and the art gave the room a luxury feel. Inside of the room, there is a cute seating area for your workspace needs that is connected to the bed and as a professional, I find that feature very necessary. Now, communication in hospitality is key. The staff was super accommodating andâ€¦",FALSE,"Excitedly, I stayed at the Motto Hotel for two nights and it was by far the greatest NYC hotel stay Iâ€™ve ever experienced. It was the perfect size: the bed was huge and comfortable and the decor and the art gave the room a luxury feel. Inside of the room, there is a cute seating area for your workspace needs that is connected to the bed and as a professional, I find that feature very necessary.","Firstly, the view was to die for! Getting a spectacular view is a hit or miss in NYC hotels depending on what part of town youâ€™re in, but at the Mottoâ€”my view was phenomenal. (Perfect for tourist, looking to experience a jaw-dropping view. )",,The staff was super accommodating andâ€¦,,"THANK ME LATER! Starting with the roomâ€”it was fabulous. Now, communication in hospitality is key."
307,"Motto was the perfect place to spend my birthday. The staff was so attentive, helpful and accommodating. The room had the most amazing view of the city. The aesthetic was sooo nice. I canâ€™t wait for the bar area in the lobby to be open. Iâ€™ll definitely be back!","Motto wa perfect place spend birthday. The staff wa attentive, helpful accommodating. The room amazing view city. The aesthetic wa sooo nice. I â€™ wait bar area lobby open. I â€™ definitely back!",5,"Motto was the perfect place to spend my birthday. The staff was so attentive, helpful and accommodating. The room had the most amazing view of the city. The aesthetic was sooo nice. I canâ€™t wait for the bar area in the lobby to be open. Iâ€™ll definitely be back!",FALSE,The room had the most amazing view of the city.,The room had the most amazing view of the city.,,"The staff was so attentive, helpful and accommodating.",,Motto was the perfect place to spend my birthday. The aesthetic was sooo nice. I canâ€™t wait for the bar area in the lobby to be open. Iâ€™ll definitely be back!
308,"This hotel is a great spot for your New York City stay. The staff were incredibly helpful and kind at check in and throughout the night. I have to give props to the manager, Alex, who was delightful!  The room was clean and modern, and the downtown view from my window was AMAZING. Watching the sun rise from my bed was a great moment. I was also pleasantly surprised by the showerâ€™s water pressure!   Great location if you want to get to anywhere in Manhattan as itâ€™s fairly close to major subway lines.","This hotel great spot New York City stay. The staff incredibly helpful kind check throughout night. I give prop manager, Alex, wa delightful! The room wa clean modern, downtown view window wa AMAZING. Watching sun rise bed wa great moment. I wa also pleasantly surprised shower â€™ water pressure! Great location want get anywhere Manhattan â€™ fairly close major subway line.",5,"This hotel is a great spot for your New York City stay. The staff were incredibly helpful and kind at check in and throughout the night. I have to give props to the manager, Alex, who was delightful!  The room was clean and modern, and the downtown view from my window was AMAZING. Watching the sun rise from my bed was a great moment. I was also pleasantly surprised by the showerâ€™s water pressure!   Great location if you want to get to anywhere in Manhattan as itâ€™s fairly close to major subway lines. ",FALSE,"This hotel is a great spot for your New York City stay. The staff were incredibly helpful and kind at check in and throughout the night. The room was clean and modern, and the downtown view from my window was AMAZING. Watching the sun rise from my bed was a great moment.","The room was clean and modern, and the downtown view from my window was AMAZING. Watching the sun rise from my bed was a great moment. Great location if you want to get to anywhere in Manhattan as itâ€™s fairly close to major subway lines.","This hotel is a great spot for your New York City stay. The room was clean and modern, and the downtown view from my window was AMAZING. Watching the sun rise from my bed was a great moment. Great location if you want to get to anywhere in Manhattan as itâ€™s fairly close to major subway lines.","The staff were incredibly helpful and kind at check in and throughout the night. I have to give props to the manager, Alex, who was delightful!",,I was also pleasantly surprised by the showerâ€™s water pressure!
309,Our staycation at the MOTTO CHELSEA was great experience in a great city in a great hotel with the greatest view. The view was breath taking even for a New Yorker The hotel staff were very welcoming especially FOUAD  at the front desk . Will definitely come back very soon,Our staycation MOTTO CHELSEA wa great experience great city great hotel greatest view. greatest view wa breath taking even New Yorker The hotel staff welcoming especially FOUAD front desk. Will definitely come back soon,5,Our staycation at the MOTTO CHELSEA was great experience in a great city in a great hotel with the greatest view. The view was breath taking even for a New Yorker The hotel staff were very welcoming especially FOUAD  at the front desk. Will definitely come back very soon,FALSE,,Our staycation at the MOTTO CHELSEA was great experience in a great city in a great hotel with the greatest view. The view was breath taking even for a New Yorker The hotel staff were very welcoming especially FOUAD  at the front desk.,Our staycation at the MOTTO CHELSEA was great experience in a great city in a great hotel with the greatest view. The view was breath taking even for a New Yorker The hotel staff were very welcoming especially FOUAD  at the front desk.,The view was breath taking even for a New Yorker The hotel staff were very welcoming especially FOUAD  at the front desk.,,Will definitely come back very soon
310,"We stayed at Motto for a staycation with friends and couldnt be happier. Everyone at front desk was very friendly and accomodating. Check-in with Monique and Johanka was quick and seemless, and they also offer contactless check-in via app. We got a room on the highest floor and the view was just amazing! Rooms are well designed and they offer great amenities. Hotel is in the heart of Chelsea so you have many amazing restaurants and bars in a walking distance. Cant wait to go back!","We stayed Motto staycation friend couldnt happier. Everyone front desk wa friendly accomodating. Check-in Monique Johanka wa quick seemless, Check-in Monique Johanka also offer contactless check-in via app. We got room highest floor view wa amazing! Rooms well designed Rooms offer great amenity. Hotel heart Chelsea many amazing restaurant bar walking distance. Cant wait go back!",5,"We stayed at Motto for a staycation with friends and couldnt be happier. Everyone at front desk was very friendly and accomodating. Check-in with Monique and Johanka was quick and seemless, and they also offer contactless check-in via app. We got a room on the highest floor and the view was just amazing! Rooms are well designed and they offer great amenities. Hotel is in the heart of Chelsea so you have many amazing restaurants and bars in a walking distance. Cant wait to go back!",FALSE,We stayed at Motto for a staycation with friends and couldnt be happier. We got a room on the highest floor and the view was just amazing! Rooms are well designed and they offer great amenities.,We got a room on the highest floor and the view was just amazing! Hotel is in the heart of Chelsea so you have many amazing restaurants and bars in a walking distance.,Rooms are well designed and they offer great amenities.,Everyone at front desk was very friendly and accomodating. Hotel is in the heart of Chelsea so you have many amazing restaurants and bars in a walking distance.,,"Check-in with Monique and Johanka was quick and seemless, and they also offer contactless check-in via app. Cant wait to go back!"
311,"We had the pleasure to stay at Motto by Hilton for a girl's night out.  It was an amazing experience.  From the moment we stepped in, we were welcomed by the friendly staff, the front desk were amazing and very accommodating, we asked to be on the same floor and we've got rooms on 41st floor with an amazing view. The rooms are  very clean, with lots of light and with a  modern touch. The bed it's so comfy , didn't want to leave the roomðŸ˜. This hotel wil be our new place for a gateway with my girls. Thanks Motto for the great hospitality!!!","We pleasure stay Motto Hilton girl's night. It wa amazing experience. From moment We stepped, We welcomed friendly staff, front desk amazing accommodating, We asked floor We've got room 41st floor amazing view. The room clean, lot light modern touch. The bed The bed's comfy, n't want leave roomðŸ˜. This hotel wil new place gateway girl. Thanks Motto great hospitality!!!",5,"We had the pleasure to stay at Motto by Hilton for a girl's night out. It was an amazing experience. From the moment we stepped in, we were welcomed by the friendly staff, the front desk were amazing and very accommodating, we asked to be on the same floor and we've got rooms on 41st floor with an amazing view. The rooms are  very clean, with lots of light and with a  modern touch. The bed it's so comfy , didn't want to leave the roomðŸ˜. This hotel wil be our new place for a gateway with my girls. Thanks Motto for the great hospitality!!!",FALSE,"We had the pleasure to stay at Motto by Hilton for a girl's night out. From the moment we stepped in, we were welcomed by the friendly staff, the front desk were amazing and very accommodating, we asked to be on the same floor and we've got rooms on 41st floor with an amazing view. The rooms are  very clean, with lots of light and with a  modern touch. The bed it's so comfy , didn't want to leave the roomðŸ˜.","From the moment we stepped in, we were welcomed by the friendly staff, the front desk were amazing and very accommodating, we asked to be on the same floor and we've got rooms on 41st floor with an amazing view.","The rooms are  very clean, with lots of light and with a  modern touch. Thanks Motto for the great hospitality!!","From the moment we stepped in, we were welcomed by the friendly staff, the front desk were amazing and very accommodating, we asked to be on the same floor and we've got rooms on 41st floor with an amazing view.",,It was an amazing experience. This hotel wil be our new place for a gateway with my girls. !
312,"This place is the best in the city! Lovely staff,  big size rooms for NYC! This will be my home away from home whenever I stay in NYC! Trust me you wonâ€™t regret it ðŸ™ðŸ½ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾.   Talk about how attentive the staff is to details, the restaurant is posh and have a lovely seating design that help you feel so homely","This place best city! Lovely staff, big size room NYC! This home away home whenever I stay NYC! Trust â€™ regret ðŸ™ðŸ½ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾. Talk attentive Lovely staff, big size room NYC detail, restaurant posh lovely seating design help feel homely",5,"This place is the best in the city! Lovely staff,  big size rooms for NYC! This will be my home away from home whenever I stay in NYC! Trust me you wonâ€™t regret it ðŸ™ðŸ½ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾. Talk about how attentive the staff is to details, the restaurant is posh and have a lovely seating design that help you feel so homely",FALSE,"Lovely staff,  big size rooms for NYC! This will be my home away from home whenever I stay in NYC! Talk about how attentive the staff is to details, the restaurant is posh and have a lovely seating design that help you feel so homely",,,"Lovely staff,  big size rooms for NYC! Talk about how attentive the staff is to details, the restaurant is posh and have a lovely seating design that help you feel so homely",,This place is the best in the city! Trust me you wonâ€™t regret it ðŸ™ðŸ½ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾.
313,"I had the pleasure of staying at Hotel Motto during soft opening, and rolling into ribbon cutting. From day 1, the staff has been attentive, friendly, talkative, and followed up to ensure I was always taken care of and had everything I needed. Clean rooms with smartly utilized spaces. Cannot wait to come back to Chelsea and stay in this beautifully designed and well managed hotel. 5 out of 5.","I pleasure staying Hotel Motto soft opening, rolling ribbon cutting. From day 1, staff ha attentive, friendly, talkative, followed ensure I wa always taken care everything I needed. Clean room smartly utilized space. Can wait come back Chelsea stay beautifully designed well managed hotel. 5 5.",5,"I had the pleasure of staying at Hotel Motto during soft opening, and rolling into ribbon cutting. From day 1, the staff has been attentive, friendly, talkative, and followed up to ensure I was always taken care of and had everything I needed. Clean rooms with smartly utilized spaces. Cannot wait to come back to Chelsea and stay in this beautifully designed and well managed hotel. 5 out of 5. ",FALSE,"I had the pleasure of staying at Hotel Motto during soft opening, and rolling into ribbon cutting. Clean rooms with smartly utilized spaces. Cannot wait to come back to Chelsea and stay in this beautifully designed and well managed hotel.",Clean rooms with smartly utilized spaces.,Clean rooms with smartly utilized spaces.,"From day 1, the staff has been attentive, friendly, talkative, and followed up to ensure I was always taken care of and had everything I needed.",,5 out of 5.
314,Motto is Hilton knocks it out of the park. The guestrooms are thoughtfully designed - functional and fashionable. Very thoughtful use of space with storage underneath the bed and hanging hooks for your jackets and belongings so you do not forget them. Sustainable bath amenities and the VIEW!!!! Beds are super comfortable. Outside our window the views are priceless NYC skyline views. Service phenomenal - the overnight crew Aziz and Marissa were super welcoming and provided a lot of information about the hotel upon arrival. Alex at the Front Desk was also very hospitable. Jessica the housekeeping manager greeted us with the biggest smile (yes even with the mask you can tell) and provided that Hilton touch. This takes Hilton's hotel game to another level of 21st century. Well doneâ€¦,Motto Hilton knock Motto park. The guestroom thoughtfully designed- functional fashionable. Very thoughtful use space storage underneath bed hanging hook jacket belonging forget jacket belonging. Sustainable bath amenity VIEW!!!! Beds super comfortable. Outside window view priceless NYC skyline view. Service phenomenal- overnight crew Aziz Marissa super welcoming provided lot information hotel upon arrival. Alex Front Desk wa also hospitable. Jessica housekeeping manager greeted biggest smile( yes even mask tell) provided Hilton touch. This take Hilton's hotel game another level 21st century. Well doneâ€¦,5,Motto is Hilton knocks it out of the park. The guestrooms are thoughtfully designed - functional and fashionable. Very thoughtful use of space with storage underneath the bed and hanging hooks for your jackets and belongings so you do not forget them. Sustainable bath amenities and the VIEW!!!! Beds are super comfortable. Outside our window the views are priceless NYC skyline views. Service phenomenal - the overnight crew Aziz and Marissa were super welcoming and provided a lot of information about the hotel upon arrival. Alex at the Front Desk was also very hospitable. Jessica the housekeeping manager greeted us with the biggest smile (yes even with the mask you can tell) and provided that Hilton touch. This takes Hilton's hotel game to another level of 21st century. Well doneâ€¦,FALSE,Very thoughtful use of space with storage underneath the bed and hanging hooks for your jackets and belongings so you do not forget them. Sustainable bath amenities and the VIEW!!!! Beds are super comfortable.,Very thoughtful use of space with storage underneath the bed and hanging hooks for your jackets and belongings so you do not forget them. Sustainable bath amenities and the VIEW!!!! Outside our window the views are priceless NYC skyline views.,Service phenomenal - the overnight crew Aziz and Marissa were super welcoming and provided a lot of information about the hotel upon arrival. Jessica the housekeeping manager greeted us with the biggest smile (yes even with the mask you can tell) and provided that Hilton touch.,Service phenomenal - the overnight crew Aziz and Marissa were super welcoming and provided a lot of information about the hotel upon arrival. Alex at the Front Desk was also very hospitable. Jessica the housekeeping manager greeted us with the biggest smile (yes even with the mask you can tell) and provided that Hilton touch.,,Motto is Hilton knocks it out of the park. The guestrooms are thoughtfully designed - functional and fashionable. This takes Hilton's hotel game to another level of 21st century. Well doneâ€¦
315,"My boyfriend and I visited the Motto hotel for a night on his 26th birthday and had a fabulous time. Upon arrival, we were greated immediately with enthusiasm and warmth which made us feel comfortable and welcome. I want to specifically mention Aziz at the front desk for his hospitality and eagerness when answering all of our questions. The check in process was very smooth and we were given a room on the 41st floor. The room was incredibly clean and tidy. We had a million dollar view of the World Trade Center, the Hudson River and the entire south end of city. The hotel itself is very close to a ton of attractions as itâ€™s location is in between Chelsea and Flatiron, the heart of the city. I could have not asked for a better stay!","My boyfriend I visited Motto hotel night My boyfriend I 26th birthday fabulous time. Upon arrival, greated immediately enthusiasm warmth made feel comfortable welcome. I want specifically mention Aziz front desk Aziz hospitality eagerness answering question. The check process wa smooth given room 41st floor. room 41st floor wa incredibly clean tidy. million dollar view World Trade Center, Hudson River entire south end city. Motto hotel close ton attraction Motto hotel â€™ location Chelsea Flatiron, heart city. I could asked better stay!",5,"My boyfriend and I visited the Motto hotel for a night on his 26th birthday and had a fabulous time. Upon arrival, we were greated immediately with enthusiasm and warmth which made us feel comfortable and welcome. I want to specifically mention Aziz at the front desk for his hospitality and eagerness when answering all of our questions. The check in process was very smooth and we were given a room on the 41st floor. The room was incredibly clean and tidy. We had a million dollar view of the World Trade Center, the Hudson River and the entire south end of city. The hotel itself is very close to a ton of attractions as itâ€™s location is in between Chelsea and Flatiron, the heart of the city. I could have not asked for a better stay!",FALSE,The check in process was very smooth and we were given a room on the 41st floor. The room was incredibly clean and tidy. I could have not asked for a better stay!,"We had a million dollar view of the World Trade Center, the Hudson River and the entire south end of city. The hotel itself is very close to a ton of attractions as itâ€™s location is in between Chelsea and Flatiron, the heart of the city.",The room was incredibly clean and tidy.,I want to specifically mention Aziz at the front desk for his hospitality and eagerness when answering all of our questions.,,"My boyfriend and I visited the Motto hotel for a night on his 26th birthday and had a fabulous time. Upon arrival, we were greated immediately with enthusiasm and warmth which made us feel comfortable and welcome."
316,I had a great experience at the Motto hotel! The staff was very nice and accommodating and went above and beyond to ensure that we had a comfortable stay. The rooms are beautiful and modern and we had a great view of lower Manhattan. The location was great too- the best restaurants and bars within walking distance.,I great experience Motto hotel! The staff wa nice accommodating went beyond ensure comfortable stay. The room beautiful modern great view lower Manhattan. The location wa great too- best restaurant bar within walking distance.,5,I had a great experience at the Motto hotel! The staff was very nice and accommodating and went above and beyond to ensure that we had a comfortable stay. The rooms are beautiful and modern and we had a great view of lower Manhattan. The location was great too- the best restaurants and bars within walking distance. ,FALSE,The staff was very nice and accommodating and went above and beyond to ensure that we had a comfortable stay. The rooms are beautiful and modern and we had a great view of lower Manhattan.,The rooms are beautiful and modern and we had a great view of lower Manhattan. The location was great too- the best restaurants and bars within walking distance.,I had a great experience at the Motto hotel! The rooms are beautiful and modern and we had a great view of lower Manhattan. The location was great too- the best restaurants and bars within walking distance.,The staff was very nice and accommodating and went above and beyond to ensure that we had a comfortable stay. The location was great too- the best restaurants and bars within walking distance.,,
317,"I couldn't recommend a hotel experience more highly. Located in the prestigious and well-sought after Chelsea neighborhood, the motto was a luxury hotel experience with an incredible view from our room. My girlfriend and I enjoyed a romantic evening starting off in the room overlooking the entire city, followed by great drinks and bites at the hotel bar. Centrally located, we took a 10 minute cab ride into soho, and easily took the train back. In the morning, we had an incredible breakfast at the grey dog (2 minute walk). The service was nothing less than impeccable, accommodating all of our needs quickly and courteously, in addition to going above and beyond to make sure we had an incredible stay.","I could n't recommend hotel experience highly. Located prestigious well-sought Chelsea neighborhood, motto wa luxury hotel experience incredible view room. My girlfriend I enjoyed romantic evening starting room overlooking entire city, followed great drink bite hotel bar. Centrally located, My girlfriend I took 10 minute cab ride soho, easily took train back. In morning, My girlfriend I incredible breakfast grey dog( 2 minute walk). The service wa nothing le impeccable, accommodating My girlfriend I need quickly courteously, addition going beyond make sure My girlfriend I incredible stay.",5,"I couldn't recommend a hotel experience more highly. Located in the prestigious and well-sought after Chelsea neighborhood, the motto was a luxury hotel experience with an incredible view from our room. My girlfriend and I enjoyed a romantic evening starting off in the room overlooking the entire city, followed by great drinks and bites at the hotel bar. Centrally located, we took a 10 minute cab ride into soho, and easily took the train back. In the morning, we had an incredible breakfast at the grey dog (2 minute walk). The service was nothing less than impeccable, accommodating all of our needs quickly and courteously, in addition to going above and beyond to make sure we had an incredible stay. ",FALSE,"Located in the prestigious and well-sought after Chelsea neighborhood, the motto was a luxury hotel experience with an incredible view from our room. My girlfriend and I enjoyed a romantic evening starting off in the room overlooking the entire city, followed by great drinks and bites at the hotel bar. The service was nothing less than impeccable, accommodating all of our needs quickly and courteously, in addition to going above and beyond to make sure we had an incredible stay.","Located in the prestigious and well-sought after Chelsea neighborhood, the motto was a luxury hotel experience with an incredible view from our room. In the morning, we had an incredible breakfast at the grey dog (2 minute walk).","My girlfriend and I enjoyed a romantic evening starting off in the room overlooking the entire city, followed by great drinks and bites at the hotel bar.","The service was nothing less than impeccable, accommodating all of our needs quickly and courteously, in addition to going above and beyond to make sure we had an incredible stay.",,"I couldn't recommend a hotel experience more highly. Centrally located, we took a 10 minute cab ride into soho, and easily took the train back."
319,Nice and clean.  My room wasn't big but it was enough for one person for one night.  Sahar from the front desk was very helpful and made my day when I asked for a favor. Thank you.  Walking distance to the Javits Center was a plus.,Nice clean. My room wa n't big wa enough one person one night. Sahar front desk wa helpful made day I asked favor. Thank. Walking distance Javits Center wa plus.,5,Nice and clean. My room wasn't big but it was enough for one person for one night. Sahar from the front desk was very helpful and made my day when I asked for a favor. Thank you. Walking distance to the Javits Center was a plus. ,FALSE,My room wasn't big but it was enough for one person for one night.,Walking distance to the Javits Center was a plus.,Nice and clean.,Sahar from the front desk was very helpful and made my day when I asked for a favor.,,Thank you.
320,"My stay at the pod in Times Square was amazing, check-in was great, the check-out even better. Staff were friendly and respectful. It is a most is you are coming to New York definitely you have to stay in here. ","My stay pod Times Square wa amazing, check-in wa great, check-out even better. Staff friendly respectful. It coming New York definitely stay.",5,"My stay at the pod in Times Square was amazing, check-in was great, the check-out even better. Staff were friendly and respectful. It is a most is you are coming to New York definitely you have to stay in here. ",FALSE,"My stay at the pod in Times Square was amazing, check-in was great, the check-out even better. It is a most is you are coming to New York definitely you have to stay in here.",,"My stay at the pod in Times Square was amazing, check-in was great, the check-out even better.",Staff were friendly and respectful.,,
321,"I stayed with a friend for 6 nights over St Patrick's week and couldn't be happier with the hotel. The location was great, the check-in was easy and the staff were great. We knew before we arrived that the room was small, that was no issue as it was clean, the bed was comfy and the bathroom was clean and had a good sized shower. Overall a good stay.","I stayed friend 6 night St Patrick's week could n't happier hotel. The location wa great, check-in wa easy staff great. We knew We arrived room wa small, wa issue room wa clean, bed wa comfy bathroom wa clean good sized shower. Overall good stay.",5,"I stayed with a friend for 6 nights over St Patrick's week and couldn't be happier with the hotel. The location was great, the check-in was easy and the staff were great. We knew before we arrived that the room was small, that was no issue as it was clean, the bed was comfy and the bathroom was clean and had a good sized shower. Overall a good stay. ",FALSE,"I stayed with a friend for 6 nights over St Patrick's week and couldn't be happier with the hotel. We knew before we arrived that the room was small, that was no issue as it was clean, the bed was comfy and the bathroom was clean and had a good sized shower. Overall a good stay.","The location was great, the check-in was easy and the staff were great.","The location was great, the check-in was easy and the staff were great. We knew before we arrived that the room was small, that was no issue as it was clean, the bed was comfy and the bathroom was clean and had a good sized shower.","The location was great, the check-in was easy and the staff were great.",,
